job,marital,education,default,housing,loan,deposit
services,married,secondary,no,yes,yes,no
services,divorced,secondary,no,yes,yes,no
blue-collar,married,primary,no,yes,no,no
student,single,secondary,no,no,no,no
technician,married,secondary,no,yes,no,no
services,married,secondary,no,yes,no,no
self-employed,divorced,tertiary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
management,married,tertiary,no,no,no,no
services,married,secondary,no,yes,no,no
management,married,tertiary,no,yes,yes,no
management,divorced,tertiary,no,no,yes,no
management,married,tertiary,no,yes,no,no
unemployed,married,secondary,no,no,no,no
management,divorced,tertiary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
management,married,tertiary,no,no,yes,no
self-employed,married,tertiary,no,no,no,no
technician,married,secondary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
management,married,tertiary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
management,married,tertiary,no,yes,no,no
self-employed,married,secondary,no,no,yes,no
blue-collar,married,secondary,no,yes,no,no
technician,single,tertiary,no,yes,no,no
technician,married,secondary,no,no,no,no
unemployed,married,primary,no,no,no,no
management,married,tertiary,no,no,no,no
self-employed,married,tertiary,no,no,no,no
technician,married,primary,no,no,no,no
blue-collar,married,secondary,no,yes,no,no
retired,married,tertiary,no,yes,no,no
services,married,secondary,no,yes,no,no
blue-collar,married,primary,no,yes,yes,no
management,married,primary,no,no,no,no
unknown,married,secondary,no,no,no,no
management,married,tertiary,no,no,no,no
self-employed,married,tertiary,no,yes,no,no
entrepreneur,married,secondary,no,yes,no,no
entrepreneur,married,secondary,no,yes,no,no
unemployed,married,secondary,no,yes,no,no
management,divorced,unknown,no,no,no,no
management,divorced,tertiary,no,no,no,no
retired,married,tertiary,no,no,no,no
technician,single,tertiary,no,yes,no,no
self-employed,single,tertiary,no,no,no,no
unemployed,married,tertiary,no,yes,no,no
technician,married,secondary,no,no,no,no
technician,married,secondary,no,yes,no,no
management,married,tertiary,no,no,no,no
student,single,secondary,no,no,no,no
admin.,married,secondary,no,no,no,no
housemaid,married,unknown,no,no,no,no
technician,divorced,secondary,no,no,no,no
admin.,married,secondary,no,no,no,no
management,married,tertiary,no,yes,yes,no
management,divorced,tertiary,no,yes,no,no
entrepreneur,divorced,tertiary,no,no,no,no
admin.,married,secondary,no,yes,no,no
housemaid,married,tertiary,no,no,no,no
management,divorced,tertiary,no,yes,no,no
management,divorced,tertiary,no,yes,no,no
technician,married,secondary,no,yes,no,no
technician,single,secondary,no,no,no,no
services,married,secondary,no,yes,no,no
self-employed,married,secondary,no,no,no,no
management,married,primary,no,yes,no,no
self-employed,single,secondary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
admin.,single,secondary,no,no,no,no
technician,married,secondary,no,yes,no,no
entrepreneur,married,unknown,no,no,no,no
management,single,tertiary,no,no,no,no
management,married,tertiary,no,no,no,no
blue-collar,married,secondary,no,yes,yes,no
management,single,tertiary,no,yes,no,no
retired,married,tertiary,no,yes,no,no
services,married,unknown,no,no,no,no
services,single,secondary,no,yes,yes,no
blue-collar,married,unknown,no,yes,no,no
technician,married,secondary,no,no,no,no
retired,divorced,primary,no,no,no,no
technician,married,secondary,no,no,no,no
management,single,tertiary,no,yes,no,no
admin.,married,secondary,no,no,no,no
management,single,tertiary,no,yes,no,no
entrepreneur,married,tertiary,no,yes,no,no
management,single,tertiary,no,no,no,no
management,married,secondary,no,no,no,no
technician,married,secondary,no,yes,no,no
entrepreneur,married,secondary,no,yes,yes,no
services,single,secondary,no,yes,no,no
technician,single,primary,no,yes,no,no
blue-collar,single,secondary,no,no,yes,no
unemployed,married,secondary,no,yes,no,no
blue-collar,single,tertiary,no,yes,no,no
entrepreneur,married,tertiary,no,yes,no,no
management,divorced,tertiary,no,no,yes,no
retired,married,secondary,no,no,no,no
blue-collar,single,secondary,no,no,no,no
blue-collar,married,primary,no,no,no,no
blue-collar,single,secondary,no,yes,no,no
management,married,tertiary,no,yes,no,no
technician,married,tertiary,no,no,no,no
technician,married,tertiary,no,no,no,no
entrepreneur,married,secondary,no,no,yes,no
blue-collar,single,unknown,no,yes,no,no
management,married,tertiary,no,no,no,no
retired,married,secondary,no,no,no,no
blue-collar,single,secondary,no,yes,no,no
self-employed,married,tertiary,no,yes,yes,no
blue-collar,married,tertiary,no,yes,yes,no
admin.,divorced,secondary,no,yes,no,no
blue-collar,married,secondary,no,no,no,no
unemployed,single,tertiary,no,no,no,no
retired,single,secondary,yes,no,no,no
management,married,tertiary,no,no,yes,no
services,single,secondary,no,no,no,no
unemployed,single,primary,no,no,no,no
technician,married,secondary,no,yes,no,no
self-employed,divorced,tertiary,no,yes,yes,no
management,married,tertiary,no,yes,no,no
unknown,married,unknown,no,no,no,no
management,married,tertiary,no,yes,no,no
unemployed,married,secondary,no,no,no,no
admin.,single,secondary,no,yes,no,no
services,married,secondary,no,yes,yes,no
management,divorced,tertiary,no,yes,no,no
services,married,secondary,no,yes,no,no
entrepreneur,married,primary,no,yes,no,no
services,married,primary,no,no,no,no
admin.,single,secondary,no,no,no,no
technician,married,secondary,no,yes,yes,no
services,divorced,secondary,no,yes,no,no
services,divorced,primary,no,yes,no,no
blue-collar,single,primary,no,no,yes,no
self-employed,married,secondary,no,yes,yes,no
blue-collar,married,primary,no,no,no,no
management,married,tertiary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
management,single,tertiary,no,no,no,no
technician,single,tertiary,no,no,no,no
management,single,tertiary,no,no,no,no
management,single,tertiary,no,no,no,no
self-employed,single,tertiary,no,no,no,no
admin.,single,secondary,no,yes,no,no
management,divorced,secondary,no,no,yes,no
blue-collar,married,secondary,no,yes,yes,no
blue-collar,married,primary,no,yes,no,no
admin.,single,secondary,no,no,no,no
entrepreneur,married,secondary,no,no,no,no
blue-collar,married,primary,no,yes,no,no
management,married,secondary,no,yes,no,no
management,married,tertiary,no,no,no,no
management,single,tertiary,no,no,no,no
management,single,tertiary,no,no,no,no
retired,married,secondary,no,no,no,no
technician,single,tertiary,no,yes,no,no
services,married,secondary,no,yes,no,no
technician,single,tertiary,no,no,no,no
entrepreneur,divorced,tertiary,no,no,no,no
blue-collar,married,primary,no,yes,no,no
retired,divorced,secondary,no,no,no,no
self-employed,single,tertiary,no,yes,no,no
management,divorced,tertiary,no,yes,no,no
management,single,tertiary,no,no,no,no
management,single,secondary,no,no,yes,no
blue-collar,married,secondary,no,yes,no,no
technician,single,secondary,no,no,no,no
management,single,tertiary,no,yes,no,no
student,married,tertiary,no,no,no,no
admin.,single,secondary,no,yes,no,no
admin.,married,secondary,no,yes,no,no
technician,married,secondary,no,yes,yes,no
management,married,tertiary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
housemaid,married,primary,no,yes,no,no
housemaid,married,primary,no,no,no,no
blue-collar,married,primary,no,yes,no,no
technician,married,primary,no,yes,no,no
technician,single,tertiary,no,no,no,no
management,divorced,tertiary,no,no,no,no
services,married,secondary,no,yes,no,no
technician,married,secondary,no,yes,no,no
entrepreneur,married,primary,no,yes,yes,no
housemaid,married,primary,no,yes,no,no
admin.,single,tertiary,no,yes,no,no
management,married,tertiary,no,no,no,no
management,married,tertiary,no,yes,no,no
technician,married,secondary,no,no,no,no
technician,married,secondary,no,yes,no,no
unemployed,single,secondary,no,yes,no,no
management,married,secondary,no,yes,yes,no
services,single,primary,no,no,no,no
retired,married,tertiary,no,no,no,no
housemaid,married,primary,no,no,no,no
management,single,tertiary,no,no,no,no
entrepreneur,married,secondary,no,yes,no,no
management,single,tertiary,no,yes,no,no
technician,single,secondary,no,yes,yes,no
blue-collar,married,secondary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
blue-collar,married,secondary,no,yes,yes,no
blue-collar,married,secondary,no,no,yes,no
technician,married,secondary,no,no,yes,no
services,divorced,primary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
management,single,tertiary,no,yes,no,no
blue-collar,married,secondary,no,no,yes,no
technician,single,secondary,no,yes,no,no
self-employed,married,tertiary,no,no,no,no
self-employed,married,tertiary,no,no,no,no
management,married,tertiary,no,yes,no,no
admin.,married,secondary,no,yes,yes,no
admin.,single,secondary,no,yes,no,no
blue-collar,married,secondary,no,yes,yes,no
admin.,single,tertiary,no,no,no,no
technician,married,tertiary,no,yes,no,no
blue-collar,single,secondary,no,yes,no,no
technician,married,secondary,no,no,no,no
management,single,tertiary,no,yes,no,no
unemployed,married,secondary,no,yes,no,no
management,married,secondary,no,no,no,no
services,married,secondary,no,yes,no,no
management,single,tertiary,no,yes,no,no
management,single,unknown,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
management,single,tertiary,no,no,no,no
management,married,tertiary,no,yes,no,no
management,married,tertiary,no,yes,yes,no
unemployed,single,tertiary,no,no,no,no
services,married,primary,no,yes,no,no
management,divorced,tertiary,no,yes,no,no
services,married,tertiary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
blue-collar,single,secondary,no,yes,no,no
technician,single,tertiary,no,yes,no,no
blue-collar,single,secondary,no,yes,no,no
technician,married,secondary,no,yes,no,no
admin.,divorced,secondary,no,yes,no,no
services,married,primary,no,yes,no,no
admin.,married,secondary,no,yes,no,no
management,married,tertiary,no,no,no,no
blue-collar,married,secondary,no,yes,no,no
admin.,married,secondary,no,yes,no,no
housemaid,married,primary,no,no,no,no
management,married,tertiary,yes,yes,yes,no
unemployed,single,tertiary,no,no,no,no
unemployed,married,secondary,no,no,no,no
housemaid,married,primary,no,yes,no,no
blue-collar,married,primary,no,yes,yes,no
technician,single,secondary,no,no,yes,no
unemployed,divorced,secondary,no,yes,no,no
services,divorced,secondary,no,no,no,no
student,single,unknown,no,no,no,no
admin.,married,secondary,no,yes,no,no
management,married,tertiary,no,yes,no,no
blue-collar,married,primary,no,yes,yes,no
management,married,tertiary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
management,married,primary,no,no,no,no
blue-collar,single,primary,no,yes,no,no
management,married,tertiary,no,yes,no,no
management,married,tertiary,no,no,no,no
services,married,secondary,no,yes,no,no
services,divorced,secondary,no,yes,no,no
admin.,married,secondary,no,yes,no,no
services,married,secondary,no,yes,no,no
management,divorced,secondary,no,yes,no,no
services,married,secondary,no,no,no,no
blue-collar,single,primary,no,yes,no,no
services,single,secondary,no,yes,no,no
technician,single,secondary,no,yes,no,no
blue-collar,married,unknown,no,no,no,no
management,married,tertiary,no,no,no,no
retired,divorced,secondary,no,no,no,no
retired,married,primary,no,yes,yes,no
blue-collar,married,secondary,no,yes,no,no
management,married,secondary,no,yes,no,no
technician,single,secondary,no,no,no,no
technician,married,secondary,no,yes,no,no
management,married,tertiary,no,no,no,no
admin.,divorced,primary,no,yes,no,no
management,divorced,tertiary,no,no,no,no
housemaid,married,primary,no,no,no,no
admin.,married,tertiary,no,yes,no,no
services,married,secondary,no,yes,yes,no
management,married,tertiary,no,yes,yes,no
services,married,secondary,no,yes,yes,no
services,married,secondary,no,yes,no,no
technician,married,tertiary,yes,yes,yes,no
admin.,married,secondary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
blue-collar,single,secondary,no,yes,no,no
technician,single,secondary,no,yes,no,no
admin.,married,secondary,no,no,no,no
admin.,single,secondary,no,no,no,no
management,married,tertiary,no,yes,no,no
management,married,tertiary,no,yes,no,no
housemaid,married,secondary,no,no,no,no
services,married,secondary,no,yes,no,no
management,divorced,secondary,no,yes,no,no
blue-collar,married,unknown,no,yes,no,no
blue-collar,divorced,primary,no,yes,no,no
entrepreneur,single,tertiary,no,no,yes,no
management,divorced,tertiary,no,yes,no,no
blue-collar,married,primary,no,no,no,no
technician,single,tertiary,no,yes,no,no
admin.,single,unknown,no,yes,no,no
blue-collar,divorced,secondary,no,yes,no,no
blue-collar,married,secondary,no,no,no,no
blue-collar,married,primary,no,no,no,no
management,single,secondary,no,no,yes,no
technician,single,secondary,no,no,yes,no
retired,divorced,primary,no,no,no,no
technician,single,tertiary,no,no,no,no
blue-collar,single,secondary,no,yes,no,no
management,single,tertiary,no,no,yes,no
admin.,divorced,secondary,no,yes,no,no
blue-collar,married,secondary,no,yes,no,no
blue-collar,married,secondary,no,yes,yes,no
blue-collar,married,primary,no,no,no,no
housemaid,married,primary,no,no,yes,no
unknown,married,unknown,no,no,no,no
admin.,single,tertiary,no,no,no,no
technician,divorced,secondary,no,no,no,no
services,married,secondary,no,yes,no,no
technician,married,tertiary,no,yes,yes,no
admin.,single,unknown,no,yes,no,no
management,divorced,unknown,no,yes,no,no
blue-collar,married,primary,no,yes,yes,no
blue-collar,single,secondary,no,yes,no,no
retired,married,secondary,no,yes,no,no
unknown,married,primary,no,no,no,no
management,single,tertiary,no,no,no,no
blue-collar,single,secondary,no,no,yes,no
technician,married,secondary,no,yes,no,no
entrepreneur,divorced,secondary,no,no,no,no
blue-collar,single,primary,no,yes,no,no
self-employed,single,unknown,no,no,no,no
blue-collar,married,primary,no,yes,no,no
student,single,tertiary,no,yes,no,no
technician,single,secondary,no,no,no,no
management,married,tertiary,no,yes,no,no
self-employed,married,tertiary,no,yes,no,no
blue-collar,single,secondary,no,no,no,no
services,single,unknown,no,yes,no,no
management,single,tertiary,no,yes,no,no
services,divorced,secondary,no,yes,no,no
management,married,tertiary,no,no,no,no
technician,married,secondary,no,yes,no,no
housemaid,married,secondary,no,no,no,no
technician,divorced,secondary,no,no,no,no
entrepreneur,single,tertiary,no,yes,no,no
blue-collar,married,primary,no,yes,no,no
housemaid,married,primary,no,no,no,no
management,married,secondary,no,yes,no,no
entrepreneur,divorced,tertiary,no,yes,no,no
admin.,single,secondary,no,yes,yes,no
management,married,tertiary,no,yes,no,no
admin.,married,secondary,no,no,no,no
self-employed,married,tertiary,no,no,no,no
technician,married,primary,no,yes,no,no
management,married,tertiary,no,no,yes,no
management,married,tertiary,no,yes,no,no
management,married,tertiary,no,yes,no,no
admin.,married,primary,no,yes,no,no
blue-collar,married,primary,no,no,yes,no
technician,single,secondary,no,yes,no,no
management,married,tertiary,no,yes,no,no
retired,married,primary,no,yes,no,no
unemployed,married,secondary,no,no,no,no
admin.,married,secondary,no,yes,no,no
management,single,tertiary,no,no,no,no
technician,divorced,secondary,no,yes,no,no
entrepreneur,married,secondary,no,no,yes,no
admin.,married,secondary,no,yes,no,no
blue-collar,married,primary,no,no,no,no
blue-collar,married,primary,no,yes,no,no
housemaid,married,primary,no,no,no,no
blue-collar,married,secondary,no,no,no,no
entrepreneur,single,secondary,no,yes,no,no
retired,single,secondary,yes,no,yes,no
services,single,primary,no,yes,yes,no
technician,married,tertiary,no,no,no,no
management,married,tertiary,no,no,yes,no
blue-collar,single,secondary,no,no,no,no
management,single,tertiary,no,no,no,no
